,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32
2025-06-11 09:29:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-11 09:32:10,,,,,,,,,,,,,,,17.972659531291647,,,15.450327519453172,,,,,,13.733269861729655,,,,,10.374985565149002,,,
2025-06-11 09:32:20,,,,,,,,,,,,,,,17.97938438532712,,,15.445104185174385,,,,,,13.738511074091337,,,,,10.366132641868331,,,
2025-06-11 09:32:30,,,,,,,,,,,,,,,17.98611323632276,,,15.439884606030748,,,,,,13.743751909307,,,,,10.357264172390844,,,
2025-06-11 09:32:40,,,,,,,,,,,,,,,17.99284607321801,,,15.43466876790583,,,,,,13.748992387051118,,,,,10.348380113137091,,,
2025-06-11 09:32:50,,,,,,,,,,,,,,,17.9995828848213,,,15.429456656694573,,,,,,13.754232527006454,,,,,10.339480420463556,,,
2025-06-11 09:33:00,,,,,,,,,,,,,,,18.006323659807936,,,15.42424825830068,,,,,,13.759472348868037,,,,,10.330565050654783,,,
2025-06-11 09:33:10,,,,,,,,,,,,,,,18.013068386719972,,,15.419043558636151,,,,,,13.764711872343044,,,,,10.32163395992735,,,
2025-06-11 09:33:20,,,,,,,,,,,,,,,18.019817053963006,,,15.413842543623517,,,,,,13.769951117149104,,,,,10.312687104431049,,,
2025-06-11 09:33:30,,,,,,,,,,,,,,,18.026569649807186,,,15.408645199196206,,,,,,13.775190103015197,,,,,10.30372444024763,,,
2025-06-11 09:33:40,,,,,,,,,,,,,,,18.033326162384462,,,15.403451511294081,,,,,,13.780428849683759,,,,,10.294745923388177,,,
2025-06-11 09:33:50,,,,,,,,,,,,,,,18.040086579691774,,,15.398261465867872,,,,,,13.785667376908426,,,,,10.285751509798104,,,
2025-06-11 09:34:00,,,,,,,,,,,,,,,18.046850889584004,,,15.393075048877618,,,,,,13.790905704454397,,,,,10.276741155357454,,,
2025-06-11 09:34:10,,,,,,,,,,,,,,,18.053619079781605,,,15.387892246292658,,,,,,13.796143852101043,,,,,10.267714815875319,,,
2025-06-11 09:34:20,,,,,,,,,,,,,,,18.060391137867466,,,15.38271304409175,,,,,,13.8013818396389,,,,,10.258672447098869,,,
2025-06-11 09:34:30,,,,,,,,,,,,,,,18.06716705126877,,,15.377537428263018,,,,,,13.806619686872743,,,,,10.24961400470594,,,
2025-06-11 09:34:40,,,,,,,,,,,,,,,18.07394680728837,,,15.372365384801572,,,,,,13.811857413620247,,,,,10.240539444308357,,,
2025-06-11 09:34:50,,,,,,,,,,,,,,,18.080730393078415,,,15.367196899714171,,,,,,13.817095039710365,,,,,10.231448721451747,,,
2025-06-11 09:35:00,,,,,,,,,,,,,,,18.08751779565278,,,15.36203195901425,,,,,,13.822332584987297,,,,,10.222341791616506,,,
2025-06-11 09:35:10,,,,,,,,,,,,,,,18.09430900187556,,,15.356870548725857,,,,,,13.827570069309093,,,,,10.21321861021913,,,
2025-06-11 09:35:20,,,,,,,,,,,,,,,18.10110399847282,,,15.351712654882059,,,,,,13.832807512547733,,,,,10.204079132609088,,,
2025-06-11 09:35:30,,,,,,,,,,,,,,,18.107902772021003,,,15.346558263523722,,,,,,13.838044934587046,,,,,10.194923314075366,,,
2025-06-11 09:35:40,,,,,,,,,,,,,,,18.114705308949834,,,15.341407360701417,,,,,,13.843282355327695,,,,,10.185751109840806,,,
2025-06-11 09:35:50,,,,,,,,,,,,,,,18.121511595548917,,,15.336259932472752,,,,,,13.848519794684748,,,,,10.176562475060715,,,
2025-06-11 09:36:00,,,,,,,,,,,,,,,18.128321617954125,,,15.33111596490613,,,,,,13.853757272587053,,,,,10.167357364830666,,,
2025-06-11 09:36:10,,,,,,,,,,,,,,,18.135135362152255,,,15.325975444078082,,,,,,13.85899480897756,,,,,10.158135734185068,,,
2025-06-11 09:36:20,,,,,,,,,,,,,,,18.141952813986492,,,15.32083835607254,,,,,,13.86423242381651,,,,,10.148897538094184,,,
2025-06-11 09:36:30,,,,,,,,,,,,,,,18.14877395914375,,,15.315704686982524,,,,,,13.869470137078203,,,,,10.139642731464896,,,
2025-06-11 09:36:40,,,,,,,,,,,,,,,18.155598783165136,,,15.310574422911131,,,,,,13.874707968750712,,,,,10.13037126914422,,,
2025-06-11 09:36:50,,,,,,,,,,,,,,,18.162427271435078,,,15.305447549967326,,,,,,13.87994593884218,,,,,10.121083105909332,,,
2025-06-11 09:37:00,,,,,,,,,,,,,,,18.16925940917698,,,15.300324054270696,,,,,,13.885184067372867,,,,,10.111778196482689,,,
