,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32
2025-06-11 09:35:20,,,,,,,,,,,,,,,0.23232130423380967,,,0.04681520189461962,,,,,,0.08016325667497161,,,,,0.10834627276464562,,,
2025-06-11 09:35:30,,,,,,,,,,,,,,,0.24035911709783797,,,0.04681520365073831,,,,,,0.09929415772572857,,,,,0.1164442671756913,,,
2025-06-11 09:35:40,,,,,,,,,,,,,,,0.2543766010231193,,,0.03788768993270202,,,,,,0.11218595201485286,,,,,0.11681166322958919,,,
2025-06-11 09:35:50,,,,,,,,,,,,,,,0.26006841204593806,,,0.03788768993270202,,,,,,0.12017639354049552,,,,,0.12311251330841551,,,
2025-06-11 09:36:00,,,,,,,,,,,,,,,0.2650508556850771,,,0.03730795259037463,,,,,,0.11984566484903528,,,,,0.13296905627014008,,,
2025-06-11 09:36:10,,,,,,,,,,,,,,,0.26564458532085294,,,0.03670364094409476,,,,,,0.10921482490456694,,,,,0.13228652315181916,,,
2025-06-11 09:36:20,,,,,,,,,,,,,,,0.26491642124111625,,,0.04493509512974501,,,,,,0.09494564947973924,,,,,0.1400682205403608,,,
2025-06-11 09:36:30,,,,,,,,,,,,,,,0.2599730855670364,,,0.04366948432744545,,,,,,0.07992982805113788,,,,,0.13768236831975308,,,
2025-06-11 09:36:40,,,,,,,,,,,,,,,0.2566189433707844,,,0.045709317804151946,,,,,,0.08056254426366184,,,,,0.13082791260616847,,,
2025-06-11 09:36:50,,,,,,,,,,,,,,,0.2334745091032305,,,0.056864062014197254,,,,,,0.09179116239443853,,,,,0.13205324802618393,,,
2025-06-11 09:37:00,,,,,,,,,,,,,,,0.22438350031738696,,,0.06352084602547971,,,,,,0.10385005564583653,,,,,0.1306882602319241,,,
2025-06-11 09:37:10,,,,,,,,,,,,,,,0.21112049971603689,,,0.07259050103041252,,,,,,0.11273205383938377,,,,,0.13886023865842206,,,
2025-06-11 09:37:20,,,,,,,,,,,,,,,0.1991918783510485,,,0.08070097668780031,,,,,,0.1243695706816432,,,,,0.13886023690230337,,,
2025-06-11 09:37:30,,,,,,,,,,,,,,,0.19258986761139918,,,0.08070097668780031,,,,,,0.12895897597670175,,,,,0.15316816096516478,,,
2025-06-11 09:37:40,,,,,,,,,,,,,,,0.19425880777561158,,,0.09820701365083678,,,,,,0.12075596662079403,,,,,0.15670238889234658,,,
2025-06-11 09:37:50,,,,,,,,,,,,,,,0.19402213851809255,,,0.10993547115627686,,,,,,0.11262860403626293,,,,,0.1493672271876828,,,
2025-06-11 09:38:00,,,,,,,,,,,,,,,0.1890210538886982,,,0.11206222863364634,,,,,,0.09349770298550596,,,,,0.1475164263981995,,,
2025-06-11 09:38:10,,,,,,,,,,,,,,,0.16858364221658567,,,0.12349856611610571,,,,,,0.0907015222762119,,,,,0.13829291206605332,,,
2025-06-11 09:38:20,,,,,,,,,,,,,,,0.16420387759010965,,,0.13223603222752325,,,,,,0.08271108075056925,,,,,0.12737229699088948,,,
2025-06-11 09:38:30,,,,,,,,,,,,,,,0.15111432457067792,,,0.12931512428378053,,,,,,0.07271169608132853,,,,,0.1079703978209798,,,
2025-06-11 09:38:40,,,,,,,,,,,,,,,0.14829492332285982,,,0.13278941686948628,,,,,,0.08013978120723432,,,,,0.09717681006699311,,,
2025-06-11 09:38:50,,,,,,,,,,,,,,,0.14899880002576527,,,0.13222165449586057,,,,,,0.08955369002073651,,,,,0.08813063717286328,,,
2025-06-11 09:39:00,,,,,,,,,,,,,,,0.1565092566095715,,,0.124509515488939,,,,,,0.09110758463511205,,,,,0.0922059239821368,,,
2025-06-11 09:39:10,,,,,,,,,,,,,,,0.1630545576378397,,,0.11460131570925727,,,,,,0.07953933490106847,,,,,0.09201773734707402,,,
2025-06-11 09:39:20,,,,,,,,,,,,,,,0.1757461757511937,,,0.10344657149921195,,,,,0.3348043279249927,0.0761956469637983,,,,,0.09365267942423605,,,
2025-06-11 09:39:30,,,,,,,,,,,,,,,0.17812463559569258,,,0.0967897874879295,,,,,,0.06413675371240028,,,,,0.09542062104400077,,,
2025-06-11 09:39:40,,,,,,,,,,,,,,,0.17261702903977152,,,0.08772013248299669,,,,,,0.05525475551885307,,,,,0.0961761563355389,,,
2025-06-11 09:39:50,,,,,,,,,,,,,,,0.17408278411991449,,,0.0935311066583976,,,,,,0.051322524904927835,,,,,0.10605494058095438,,,
2025-06-11 09:40:00,,,,,,,,,,,,,,,0.18285283729178847,,,0.1014050842821756,,,,,,0.05509901416103697,,,,,0.09944112725850504,,,
2025-06-11 09:40:10,,,,,,,,,,,,,,,0.1844411858978186,,,0.08389904731913912,,,,,,0.05509901416103697,,,,,0.09649591465252666,,,
2025-06-11 09:40:20,,,,,,,,,,,,,,,0.20143430694463443,,,0.07217058981369905,,,,,,0.05509901416103697,,,,,0.10290900910032177,,,
2025-06-11 09:40:30,,,,,,,,,,,,,,,0.2084436606329745,,,0.07004383233632955,,,,,,0.05509901416103697,,,,,0.09978041833023578,,,
2025-06-11 09:40:40,,,,,,,,,,,,,,,0.22087977422404706,,,0.06673485743840149,,,,,,0.04500340058120674,,,,,0.093407770703897,,,
2025-06-11 09:40:50,,,,,,,,,,,,,,,0.22520302060276617,,,0.05938278147260668,,,,,,0.045003400581206734,,,,,0.10379734557992121,,,
2025-06-11 09:41:00,,,,,,,,,,,,,,,0.24551352522667652,,,0.05904072366370275,,,,,0.34071163235382046,0.04500340058120674,,,,,0.11204778974418747,,,
2025-06-11 09:41:10,,,,,,,,,,,,,,,0.2416478772390517,,,0.061075676085420604,,,,,0.238479916057541,0.03576214156195248,,,,,0.12016190964800884,,,
2025-06-11 09:41:20,,,,,,,,,,,,,,,0.25222014913277135,,,0.05558281138273275,,,,,0.21602271240714097,0.026348232748450284,,,,,0.1272948593854742,,,
2025-06-11 09:41:30,,,,,,,,,,,,,,,0.24300904989316205,,,0.05457069712175764,,,,,0.222571451357899,0.024794338134074757,,,,,0.1228198257735387,,,
2025-06-11 09:41:40,,,,,,,,,,,,,,,0.2567902661608769,,,0.05457069712175764,,,,,0.21667324132375285,0.03419399668804011,,,,,0.12355797414792671,,,
2025-06-11 09:41:50,,,,,,,,,,,,,,,0.26232808121087986,,,0.0655486839386494,,,,,0.19550877450778384,0.02714482043151996,,,,,0.12224565681376758,,,
2025-06-11 09:42:00,,,,,,,,,,,,,,,0.2717281185353472,,,0.06963981261227517,,,,,0.19392619540580733,0.03728778876257991,,,,,0.12325581944449532,,,
2025-06-11 09:42:10,,,,,,,,,,,,,,,0.28798485211914016,,,0.07903947116624054,,,,,0.18930191327151688,0.0394145462399494,,,,,0.12070095159667933,,,
2025-06-11 09:42:20,,,,,,,,,,,,,,,0.29268104308897847,,,0.06679197608972427,,,,,0.1874521806520462,0.04268724682850693,,,,,0.1222585065898419,,,
2025-06-11 09:42:30,,,,,,,,,,,,,,,0.2913881349765726,,,0.05891799846594627,,,,,0.18951370886101235,0.03841248095096504,,,,,0.13056141991240905,,,
2025-06-11 09:42:40,,,,,,,,,,,,,,,0.30070194524216753,,,0.05891799846594627,,,,,0.20015745149303854,0.048555449282024994,,,,,0.13021593105494675,,,
2025-06-11 09:42:50,,,,,,,,,,,,,,,0.2900529480388566,,,0.05891799846594627,,,,,0.20206404939545278,0.05068220675939448,,,,,0.12194652605824023,,,
2025-06-11 09:43:00,,,,,,,,,,,,,,,0.29826611536598874,,,0.06780224364799786,,,,,0.20333819151396482,0.05960972047743098,,,,,0.12370935512332394,,,
2025-06-11 09:43:10,,,,,,,,,,,,,,,0.2875791747845773,,,0.07730481405180008,,,,,0.2032351801991437,0.059609718721312294,,,,,0.1258361143568121,,,
2025-06-11 09:43:20,,,,,,,,,,,,,,,0.30483522061434465,,,0.08283372094579748,,,,,0.20325063771434368,0.059609716965193606,,,,,0.12543640355098395,,,
2025-06-11 09:43:30,,,,,,,,,,,,,,,0.3237586908251499,,,0.07500380032820343,,,,,0.1974155989750845,0.05960971520907492,,,,,0.12505432568969316,,,
2025-06-11 09:43:40,,,,,,,,,,,,,,,0.3367526013956092,,,0.06258025828115996,,,,,0.2067789326630921,0.059609713452956244,,,,,0.12636299877741924,,,
2025-06-11 09:43:50,,,,,,,,,,,,,,,0.33422025594330446,,,0.059571230352540874,,,,,0.20852244217806415,0.07058770026984787,,,,,0.12875263255151342,,,
2025-06-11 09:44:00,,,,,,,,,,,,,,,0.3490553593005002,,,0.05957123035254089,,,,,0.21338156651631907,0.08691560848788117,,,,,0.1268581157872478,,,
2025-06-11 09:44:10,,,,,,,,,,,,,,,0.3305325009868793,,,0.059571230352540874,,,,,0.20845747264234993,0.085310873812238,,,,,0.1268610448025227,,,
2025-06-11 09:44:20,,,,,,,,,,,,,,,0.3112383302449812,,,0.04859324353564912,,,,,0.2031598028268598,0.09624621777434907,,,,,0.12867232870915546,,,
2025-06-11 09:44:30,,,,,,,,,,,,,,,0.3037711212708079,,,0.044502114862023344,,,,,0.20346037510002563,0.08983964111374193,,,,,0.1249541342334202,,,
2025-06-11 09:44:40,,,,,,,,,,,,,,,0.29147500685443506,,,0.03510245630805799,,,,,0.2084245587328879,0.08771288363637245,,,,,0.13126618587969788,,,
2025-06-11 09:44:50,,,,,,,,,,,,,,,0.2853372492771105,,,0.03342850155178558,,,,,0.20150367780431305,0.08761829423172356,,,,,0.12275078212832068,,,
2025-06-11 09:45:00,,,,,,,,,,,,,,,0.28734788916108284,,,0.03342850155178558,,,,,0.1981989675489228,0.09089136928166627,,,,,0.1181900955478013,,,
2025-06-11 09:45:10,,,,,,,,,,,,,,,0.27229630496245993,,,0.03342850155178558,,,,,0.19148014578172148,0.08074840095060633,,,,,0.11807354215242723,,,
2025-06-11 09:45:20,,,,,,,,,,,,,,,0.2715270260918273,,,0.03342850155178558,,,,,0.18900980297180833,0.07862164347323684,,,,,0.1255951537198558,,,
2025-06-11 09:45:30,,,,,,,,,,,,,,,0.25784284370757,,,0.024544256369733994,,,,,0.1928608578732583,0.06969412975520034,,,,,0.12306025517923341,,,
